Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadWrench:8385, oredict.toolHeadWrenchGoshenite.name
gregtech:gt.meta.toolHeadWrench:8386, oredict.toolHeadWrenchBixbite.name
gregtech:gt.meta.toolHeadWrench:8387, oredict.toolHeadWrenchMaxixe.name
gregtech:gt.meta.toolHeadWrench:8388, oredict.toolHeadWrenchAlexandrite.name
gregtech:gt.meta.toolHeadWrench:8415, oredict.toolHeadWrenchOnyxRed.name
gregtech:gt.meta.toolHeadWrench:8416, oredict.toolHeadWrenchOnyxBlack.name
gregtech:gt.meta.toolHeadWrench:8417, oredict.toolHeadWrenchAmazonite.name
gregtech:gt.meta.toolHeadWrench:8419, oredict.toolHeadWrenchZircon.name
gregtech:gt.meta.toolHeadWrench:8600, oredict.toolHeadWrenchElectrum.name
gregtech:gt.meta.toolHeadWrench:8601, oredict.toolHeadWrenchSterlingSilver.name
gregtech:gt.meta.toolHeadWrench:8602, oredict.toolHeadWrenchRoseGold.name
gregtech:gt.meta.toolHeadWrench:8603, oredict.toolHeadWrenchAngmallen.name
gregtech:gt.meta.toolHeadWrench:8606, oredict.toolHeadWrenchGildedIron.name
gregtech:gt.meta.toolHeadWrench:8610, oredict.toolHeadWrenchBronze.name
gregtech:gt.meta.toolHeadWrench:8611, oredict.toolHeadWrenchBlackBronze.name
gregtech:gt.meta.toolHeadWrench:8612, oredict.toolHeadWrenchBismuthBronze.name
gregtech:gt.meta.toolHeadWrench:8613, oredict.toolHeadWrenchHepatizon.name
gregtech:gt.meta.toolHeadWrench:8620, oredict.toolHeadWrenchBrass.name
gregtech:gt.meta.toolHeadWrench:8621, oredict.toolHeadWrenchCobaltBrass.name
gregtech:gt.meta.toolHeadWrench:8622, oredict.toolHeadWrenchAluminiumAlloy.name
gregtech:gt.meta.toolHeadWrench:8630, oredict.toolHeadWrenchSteel.name
gregtech:gt.meta.toolHeadWrench:8631, oredict.toolHeadWrenchBlackSteel.name
gregtech:gt.meta.toolHeadWrench:8632, oredict.toolHeadWrenchRedSteel.name
gregtech:gt.meta.toolHeadWrench:8633, oredict.toolHeadWrenchBlueSteel.name
gregtech:gt.meta.toolHeadWrench:8634, oredict.toolHeadWrenchDamascusSteel.name
gregtech:gt.meta.toolHeadWrench:8635, oredict.toolHeadWrenchTungstensteel.name
gregtech:gt.meta.toolHeadWrench:8636, oredict.toolHeadWrenchStainlessSteel.name
gregtech:gt.meta.toolHeadWrench:8637, oredict.toolHeadWrenchHSLASteel.name
gregtech:gt.meta.toolHeadWrench:8638, oredict.toolHeadWrenchTungstenCarbide.name
gregtech:gt.meta.toolHeadWrench:8639, oredict.toolHeadWrenchHSLASpringSteel.name
gregtech:gt.meta.toolHeadWrench:8640, oredict.toolHeadWrenchAnnealedCopper.name
gregtech:gt.meta.toolHeadWrench:8641, oredict.toolHeadWrenchDeepIron.name
gregtech:gt.meta.toolHeadWrench:8642, oredict.toolHeadWrenchPigIron.name
gregtech:gt.meta.toolHeadWrench:8643, oredict.toolHeadWrenchWroughtIron.name
gregtech:gt.meta.toolHeadWrench:8644, oredict.toolHeadWrenchIronCompressed.name
gregtech:gt.meta.toolHeadWrench:8645, oredict.toolHeadWrenchIronMagnetic.name
gregtech:gt.meta.toolHeadWrench:8646, oredict.toolHeadWrenchSteelMagnetic.name
gregtech:gt.meta.toolHeadWrench:8647, oredict.toolHeadWrenchNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadWrench:8648, oredict.toolHeadWrenchDarkIron.name
gregtech:gt.meta.toolHeadWrench:8649, oredict.toolHeadWrenchMeteoricIron.name
gregtech:gt.meta.toolHeadWrench:8650, oredict.toolHeadWrenchMeteoricSteel.name
gregtech:gt.meta.toolHeadWrench:8651, oredict.toolHeadWrenchSteelGalvanized.name
gregtech:gt.meta.toolHeadWrench:8652, oredict.toolHeadWrenchTungstenSintered.name
gregtech:gt.meta.toolHeadWrench:8653, oredict.toolHeadWrenchVanadiumSteel.name
gregtech:gt.meta.toolHeadWrench:8654, oredict.toolHeadWrenchTitaniumGold.name
gregtech:gt.meta.toolHeadWrench:8661, oredict.toolHeadWrenchInvar.name
gregtech:gt.meta.toolHeadWrench:8662, oredict.toolHeadWrenchConstantan.name
gregtech:gt.meta.toolHeadWrench:8663, oredict.toolHeadWrenchNichrome.name
gregtech:gt.meta.toolHeadWrench:8664, oredict.toolHeadWrenchKanthal.name
gregtech:gt.meta.toolHeadWrench:8665, oredict.toolHeadWrenchMagnalium.name
gregtech:gt.meta.toolHeadWrench:8666, oredict.toolHeadWrenchUltimet.name
gregtech:gt.meta.toolHeadWrench:8667, oredict.toolHeadWrenchTinAlloy.name
gregtech:gt.meta.toolHeadWrench:8670, oredict.toolHeadWrenchShadowIron.name
gregtech:gt.meta.toolHeadWrench:8672, oredict.toolHeadWrenchIronWood.name
gregtech:gt.meta.toolHeadWrench:8673, oredict.toolHeadWrenchSteeleaf.name
gregtech:gt.meta.toolHeadWrench:8674, oredict.toolHeadWrenchKnightmetal.name
gregtech:gt.meta.toolHeadWrench:8675, oredict.toolHeadWrenchFierySteel.name
gregtech:gt.meta.toolHeadWrench:8676, oredict.toolHeadWrenchAstralSilver.name
gregtech:gt.meta.toolHeadWrench:8677, oredict.toolHeadWrenchMidasium.name
gregtech:gt.meta.toolHeadWrench:8678, oredict.toolHeadWrenchMithril.name
gregtech:gt.meta.toolHeadWrench:8679, oredict.toolHeadWrenchThaumium.name
gregtech:gt.meta.toolHeadWrench:8681, oredict.toolHeadWrenchVoidMetal.name
gregtech:gt.meta.toolHeadWrench:8682, oredict.toolHeadWrenchOsmiridium.name
gregtech:gt.meta.toolHeadWrench:8684, oredict.toolHeadWrenchTrinaquadalloy.name
gregtech:gt.meta.toolHeadWrench:8685, oredict.toolHeadWrenchChromiumDioxide.name
gregtech:gt.meta.toolHeadWrench:8700, oredict.toolHeadWrenchAluminiumBrass.name
gregtech:gt.meta.toolHeadWrench:8702, oredict.toolHeadWrenchAlumite.name
gregtech:gt.meta.toolHeadWrench:8710, oredict.toolHeadWrenchEnderium.name
gregtech:gt.meta.toolHeadWrench:8711, oredict.toolHeadWrenchElectrumFlux.name
gregtech:gt.meta.toolHeadWrench:8718, oredict.toolHeadWrenchBedrockHSLAAlloy.name
gregtech:gt.meta.toolHeadWrench:8719, oredict.toolHeadWrenchOsmium.name
gregtech:gt.meta.toolHeadWrench:8725, oredict.toolHeadWrenchPulsatingIron.name
gregtech:gt.meta.toolHeadWrench:8726, oredict.toolHeadWrenchVibrantAlloy.name
gregtech:gt.meta.toolHeadWrench:8727, oredict.toolHeadWrenchConductiveIron.name
gregtech:gt.meta.toolHeadWrench:8728, oredict.toolHeadWrenchEnergeticAlloy.name
gregtech:gt.meta.toolHeadWrench:8730, oredict.toolHeadWrenchElectricalSteel.name
gregtech:gt.meta.toolHeadWrench:8731, oredict.toolHeadWrenchObsidianSteel.name
gregtech:gt.meta.toolHeadWrench:8732, oredict.toolHeadWrenchSoularium.name
gregtech:gt.meta.toolHeadWrench:8734, oredict.toolHeadWrenchSpectreIron.name
gregtech:gt.meta.toolHeadWrench:8735, oredict.toolHeadWrenchGaiaSpirit.name
gregtech:gt.meta.toolHeadWrench:8736, oredict.toolHeadWrenchEndium.name
gregtech:gt.meta.toolHeadWrench:8750, oredict.toolHeadWrenchDesh.name
gregtech:gt.meta.toolHeadWrench:8751, oredict.toolHeadWrenchDuranium.name
gregtech:gt.meta.toolHeadWrench:8752, oredict.toolHeadWrenchTritanium.name
gregtech:gt.meta.toolHeadWrench:8754, oredict.toolHeadWrenchOriharukon.name
gregtech:gt.meta.toolHeadWrench:8755, oredict.toolHeadWrenchAdamantite.name
gregtech:gt.meta.toolHeadWrench:8756, oredict.toolHeadWrenchDuralumin.name
gregtech:gt.meta.toolHeadWrench:8758, oredict.toolHeadWrenchFrozenIron.name
gregtech:gt.meta.toolHeadWrench:8765, oredict.toolHeadWrenchCeruclase.name
gregtech:gt.meta.toolHeadWrench:8766, oredict.toolHeadWrenchAtlarus.name
gregtech:gt.meta.toolHeadWrench:8767, oredict.toolHeadWrenchOureclase.name
gregtech:gt.meta.toolHeadWrench:8768, oredict.toolHeadWrenchKalendrite.name
gregtech:gt.meta.toolHeadWrench:8769, oredict.toolHeadWrenchOrichalcum.name
gregtech:gt.meta.toolHeadWrench:8770, oredict.toolHeadWrenchCarmot.name
gregtech:gt.meta.toolHeadWrench:8771, oredict.toolHeadWrenchSanguinite.name
gregtech:gt.meta.toolHeadWrench:8772, oredict.toolHeadWrenchVyroxeres.name
gregtech:gt.meta.toolHeadWrench:8773, oredict.toolHeadWrenchEximite.name
gregtech:gt.meta.toolHeadWrench:8774, oredict.toolHeadWrenchPrometheum.name
gregtech:gt.meta.toolHeadWrench:8775, oredict.toolHeadWrenchIgnatius.name
gregtech:gt.meta.toolHeadWrench:8776, oredict.toolHeadWrenchVulcanite.name
gregtech:gt.meta.toolHeadWrench:8784, oredict.toolHeadWrenchAdamantine.name
gregtech:gt.meta.toolHeadWrench:8790, oredict.toolHeadWrenchTrinitanium.name
gregtech:gt.meta.toolHeadWrench:8793, oredict.toolHeadWrenchTitaniumIridium.name
gregtech:gt.meta.toolHeadWrench:8794, oredict.toolHeadWrenchTitaniumAluminide.name
gregtech:gt.meta.toolHeadWrench:9101, oredict.toolHeadWrenchAlmandine.name
gregtech:gt.meta.toolHeadWrench:9102, oredict.toolHeadWrenchAndradite.name
gregtech:gt.meta.toolHeadWrench:9119, oredict.toolHeadWrenchGrossular.name
gregtech:gt.meta.toolHeadWrench:9127, oredict.toolHeadWrenchPyrope.name
gregtech:gt.meta.toolHeadWrench:9129, oredict.toolHeadWrenchSpessartine.name
gregtech:gt.meta.toolHeadWrench:9135, oredict.toolHeadWrenchUvarovite.name
gregtech:gt.meta.toolHeadWrench:9175, oredict.toolHeadWrenchGraphene.name
gregtech:gt.meta.toolHeadWrench:13004, oredict.toolHeadWrenchChemicalY2.name
gregtech:gt.meta.toolHeadWrench:13006, oredict.toolHeadWrenchChemicalY4.name
gregtech:gt.meta.toolHeadWrench:13007, oredict.toolHeadWrenchChemicalY5.name
gregtech:gt.meta.toolHeadWrench:13008, oredict.toolHeadWrenchChemicalY6.name
gregtech:gt.meta.toolHeadWrench:13009, oredict.toolHeadWrenchChemicalY7.name
gregtech:gt.meta.toolHeadWrench:13010, oredict.toolHeadWrenchChemicalY8.name
gregtech:gt.meta.toolHeadWrench:13011, oredict.toolHeadWrenchChemicalY9.name
gregtech:gt.meta.toolHeadWrench:13012, oredict.toolHeadWrenchChemicalY10.name
gregtech:gt.meta.toolHeadWrench:13013, oredict.toolHeadWrenchRedCY11.name
gregtech:gt.meta.toolHeadWrench:13014, oredict.toolHeadWrenchOrangeCY11.name
gregtech:gt.meta.toolHeadWrench:13015, oredict.toolHeadWrenchYellowCY11.name
gregtech:gt.meta.toolHeadWrench:13016, oredict.toolHeadWrenchGreenCY11.name
gregtech:gt.meta.toolHeadWrench:13017, oredict.toolHeadWrenchBlueCY11.name
gregtech:gt.meta.toolHeadWrench:13018, oredict.toolHeadWrenchPurpleCY11.name
gregtech:gt.meta.toolHeadWrench:13019, oredict.toolHeadWrenchPinkCY11.name
gregtech:gt.meta.toolHeadWrench:13020, oredict.toolHeadWrenchWhiteCY11.name
gregtech:gt.meta.toolHeadScrewdriver:40, oredict.toolHeadScrewdriverBeryllium.name
gregtech:gt.meta.toolHeadScrewdriver:130, oredict.toolHeadScrewdriverAluminium.name
gregtech:gt.meta.toolHeadScrewdriver:220, oredict.toolHeadScrewdriverTitanium.name
gregtech:gt.meta.toolHeadScrewdriver:240, oredict.toolHeadScrewdriverChromium.name
gregtech:gt.meta.toolHeadScrewdriver:250, oredict.toolHeadScrewdriverManganese.name
gregtech:gt.meta.toolHeadScrewdriver:260, oredict.toolHeadScrewdriverIron.name
gregtech:gt.meta.toolHeadScrewdriver:270, oredict.toolHeadScrewdriverCobalt.name
gregtech:gt.meta.toolHeadScrewdriver:278, oredict.toolHeadScrewdriverCobalt60.name
gregtech:gt.meta.toolHeadScrewdriver:280, oredict.toolHeadScrewdriverNickel.name
gregtech:gt.meta.toolHeadScrewdriver:290, oredict.toolHeadScrewdriverCopper.name
gregtech:gt.meta.toolHeadScrewdriver:330, oredict.toolHeadScrewdriverArsenic.name
gregtech:gt.meta.toolHeadScrewdriver:400, oredict.toolHeadScrewdriverZirconium.name
gregtech:gt.meta.toolHeadScrewdriver:420, oredict.toolHeadScrewdriverMolybdenum.name
gregtech:gt.meta.toolHeadScrewdriver:430, oredict.toolHeadScrewdriverTechnetium.name
gregtech:gt.meta.toolHeadScrewdriver:460, oredict.toolHeadScrewdriverPalladium.name
gregtech:gt.meta.toolHeadScrewdriver:470, oredict.toolHeadScrewdriverSilver.name
gregtech:gt.meta.toolHeadScrewdriver:600, oredict.toolHeadScrewdriverNeodymium.name
gregtech:gt.meta.toolHeadScrewdriver:740, oredict.toolHeadScrewdriverTungsten.name
gregtech:gt.meta.toolHeadScrewdriver:760, oredict.toolHeadScrewdriverOsmiumElemental.name
gregtech:gt.meta.toolHeadScrewdriver:770, oredict.toolHeadScrewdriverIridium.name
gregtech:gt.meta.toolHeadScrewdriver:780, oredict.toolHeadScrewdriverPlatinum.name
gregtech:gt.meta.toolHeadScrewdriver:790, oredict.toolHeadScrewdriverGold.name
gregtech:gt.meta.toolHeadScrewdriver:820, oredict.toolHeadScrewdriverLead.name
gregtech:gt.meta.toolHeadScrewdriver:830, oredict.toolHeadScrewdriverBismuth.name
gregtech:gt.meta.toolHeadScrewdriver:900, oredict.toolHeadScrewdriverThorium.name
gregtech:gt.meta.toolHeadScrewdriver:920, oredict.toolHeadScrewdriverUranium.name
gregtech:gt.meta.toolHeadScrewdriver:921, oredict.toolHeadScrewdriverUranium235.name
gregtech:gt.meta.toolHeadScrewdriver:940, oredict.toolHeadScrewdriverPlutonium.name
gregtech:gt.meta.toolHeadScrewdriver:943, oredict.toolHeadScrewdriverPlutonium241.name
gregtech:gt.meta.toolHeadScrewdriver:945, oredict.toolHeadScrewdriverPlutonium243.name
gregtech:gt.meta.toolHeadScrewdriver:950, oredict.toolHeadScrewdriverAmericium.name
gregtech:gt.meta.toolHeadScrewdriver:951, oredict.toolHeadScrewdriverAmericium241.name
gregtech:gt.meta.toolHeadScrewdriver:1260, oredict.toolHeadScrewdriverTrinium.name
gregtech:gt.meta.toolHeadScrewdriver:1520, oredict.toolHeadScrewdriverVibranium.name
gregtech:gt.meta.toolHeadScrewdriver:1740, oredict.toolHeadScrewdriverNaquadah.name
gregtech:gt.meta.toolHeadScrewdriver:1741, oredict.toolHeadScrewdriverNaquadahEnriched.name
gregtech:gt.meta.toolHeadScrewdriver:1742, oredict.toolHeadScrewdriverNaquadria.name
gregtech:gt.meta.toolHeadScrewdriver:2220, oredict.toolHeadScrewdriverAdamantium.name
gregtech:gt.meta.toolHeadScrewdriver:8003, oredict.toolHeadScrewdriverCarborundum.name
gregtech:gt.meta.toolHeadScrewdriver:8300, oredict.toolHeadScrewdriverDiamond.name
gregtech:gt.meta.toolHeadScrewdriver:8301, oredict.toolHeadScrewdriverEmerald.name
gregtech:gt.meta.toolHeadScrewdriver:8302, oredict.toolHeadScrewdriverRuby.name
gregtech:gt.meta.toolHeadScrewdriver:8303, oredict.toolHeadScrewdriverBalasRuby.name
gregtech:gt.meta.toolHeadScrewdriver:8304, oredict.toolHeadScrewdriverSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8305, oredict.toolHeadScrewdriverGreenSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8306, oredict.toolHeadScrewdriverTopaz.name
gregtech:gt.meta.toolHeadScrewdriver:8307, oredict.toolHeadScrewdriverBlueTopaz.name
gregtech:gt.meta.toolHeadScrewdriver:8308, oredict.toolHeadScrewdriverTanzanite.name
gregtech:gt.meta.toolHeadScrewdriver:8309, oredict.toolHeadScrewdriverJasper.name
gregtech:gt.meta.toolHeadScrewdriver:8310, oredict.toolHeadScrewdriverAmber.name
gregtech:gt.meta.toolHeadScrewdriver:8311, oredict.toolHeadScrewdriverOlivine.name
gregtech:gt.meta.toolHeadScrewdriver:8312, oredict.toolHeadScrewdriverOpal.name
gregtech:gt.meta.toolHeadScrewdriver:8313, oredict.toolHeadScrewdriverAmethyst.name
gregtech:gt.meta.toolHeadScrewdriver:8314, oredict.toolHeadScrewdriverOrangeSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8315, oredict.toolHeadScrewdriverYellowSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8316, oredict.toolHeadScrewdriverVinteum.name
gregtech:gt.meta.toolHeadScrewdriver:8318, oredict.toolHeadScrewdriverEnderPearl.name
gregtech:gt.meta.toolHeadScrewdriver:8319, oredict.toolHeadScrewdriverEnderEye.name
gregtech:gt.meta.toolHeadScrewdriver:8320, oredict.toolHeadScrewdriverNetherStar.name
gregtech:gt.meta.toolHeadScrewdriver:8321, oredict.toolHeadScrewdriverJade.name
gregtech:gt.meta.toolHeadScrewdriver:8322, oredict.toolHeadScrewdriverCraponite.name
gregtech:gt.meta.toolHeadScrewdriver:8323, oredict.toolHeadScrewdriverAquamarine.name
gregtech:gt.meta.toolHeadScrewdriver:8324, oredict.toolHeadScrewdriverMorganite.name
gregtech:gt.meta.toolHeadScrewdriver:8325, oredict.toolHeadScrewdriverDioptase.name
gregtech:gt.meta.toolHeadScrewdriver:8326, oredict.toolHeadScrewdriverSpinel.name
gregtech:gt.meta.toolHeadScrewdriver:8328, oredict.toolHeadScrewdriverBlueSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8342, oredict.toolHeadScrewdriverFirestone.name
gregtech:gt.meta.toolHeadScrewdriver:8352, oredict.toolHeadScrewdriverInfusedAir.name
gregtech:gt.meta.toolHeadScrewdriver:8353, oredict.toolHeadScrewdriverInfusedFire.name
gregtech:gt.meta.toolHeadScrewdriver:8354, oredict.toolHeadScrewdriverInfusedEarth.name
gregtech:gt.meta.toolHeadScrewdriver:8355, oredict.toolHeadScrewdriverInfusedWater.name
gregtech:gt.meta.toolHeadScrewdriver:8356, oredict.toolHeadScrewdriverInfusedEntropy.name
gregtech:gt.meta.toolHeadScrewdriver:8357, oredict.toolHeadScrewdriverInfusedOrder.name
gregtech:gt.meta.toolHeadScrewdriver:8383, oredict.toolHeadScrewdriverPurpleSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8384, oredict.toolHeadScrewdriverHeliodor.name
gregtech:gt.meta.toolHeadScrewdriver:8385, oredict.toolHeadScrewdriverGoshenite.name
gregtech:gt.meta.toolHeadScrewdriver:8386, oredict.toolHeadScrewdriverBixbite.name
gregtech:gt.meta.toolHeadScrewdriver:8387, oredict.toolHeadScrewdriverMaxixe.name
gregtech:gt.meta.toolHeadScrewdriver:8388, oredict.toolHeadScrewdriverAlexandrite.name
gregtech:gt.meta.toolHeadScrewdriver:8415, oredict.toolHeadScrewdriverOnyxRed.name
gregtech:gt.meta.toolHeadScrewdriver:8416, oredict.toolHeadScrewdriverOnyxBlack.name
gregtech:gt.meta.toolHeadScrewdriver:8417, oredict.toolHeadScrewdriverAmazonite.name
gregtech:gt.meta.toolHeadScrewdriver:8419, oredict.toolHeadScrewdriverZircon.name
gregtech:gt.meta.toolHeadScrewdriver:8600, oredict.toolHeadScrewdriverElectrum.name
gregtech:gt.meta.toolHeadScrewdriver:8601, oredict.toolHeadScrewdriverSterlingSilver.name
gregtech:gt.meta.toolHeadScrewdriver:8602, oredict.toolHeadScrewdriverRoseGold.name
gregtech:gt.meta.toolHeadScrewdriver:8603, oredict.toolHeadScrewdriverAngmallen.name
gregtech:gt.meta.toolHeadScrewdriver:8606, oredict.toolHeadScrewdriverGildedIron.name
gregtech:gt.meta.toolHeadScrewdriver:8610, oredict.toolHeadScrewdriverBronze.name
gregtech:gt.meta.toolHeadScrewdriver:8611, oredict.toolHeadScrewdriverBlackBronze.name
gregtech:gt.meta.toolHeadScrewdriver:8612, oredict.toolHeadScrewdriverBismuthBronze.name
gregtech:gt.meta.toolHeadScrewdriver:8613, oredict.toolHeadScrewdriverHepatizon.name
gregtech:gt.meta.toolHeadScrewdriver:8620, oredict.toolHeadScrewdriverBrass.name
gregtech:gt.meta.toolHeadScrewdriver:8621, oredict.toolHeadScrewdriverCobaltBrass.name
gregtech:gt.meta.toolHeadScrewdriver:8622, oredict.toolHeadScrewdriverAluminiumAlloy.name
gregtech:gt.meta.toolHeadScrewdriver:8630, oredict.toolHeadScrewdriverSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8631, oredict.toolHeadScrewdriverBlackSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8632, oredict.toolHeadScrewdriverRedSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8633, oredict.toolHeadScrewdriverBlueSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8634, oredict.toolHeadScrewdriverDamascusSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8635, oredict.toolHeadScrewdriverTungstensteel.name
gregtech:gt.meta.toolHeadScrewdriver:8636, oredict.toolHeadScrewdriverStainlessSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8637, oredict.toolHeadScrewdriverHSLASteel.name
gregtech:gt.meta.toolHeadScrewdriver:8638, oredict.toolHeadScrewdriverTungstenCarbide.name
gregtech:gt.meta.toolHeadScrewdriver:8639, oredict.toolHeadScrewdriverHSLASpringSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8640, oredict.toolHeadScrewdriverAnnealedCopper.name
gregtech:gt.meta.toolHeadScrewdriver:8641, oredict.toolHeadScrewdriverDeepIron.name
gregtech:gt.meta.toolHeadScrewdriver:8642, oredict.toolHeadScrewdriverPigIron.name
gregtech:gt.meta.toolHeadScrewdriver:8643, oredict.toolHeadScrewdriverWroughtIron.name
gregtech:gt.meta.toolHeadScrewdriver:8644, oredict.toolHeadScrewdriverIronCompressed.name
gregtech:gt.meta.toolHeadScrewdriver:8645, oredict.toolHeadScrewdriverIronMagnetic.name
gregtech:gt.meta.toolHeadScrewdriver:8646, oredict.toolHeadScrewdriverSteelMagnetic.name
gregtech:gt.meta.toolHeadScrewdriver:8647, oredict.toolHeadScrewdriverNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadScrewdriver:8648, oredict.toolHeadScrewdriverDarkIron.name
gregtech:gt.meta.toolHeadScrewdriver:8649, oredict.toolHeadScrewdriverMeteoricIron.name
gregtech:gt.meta.toolHeadScrewdriver:8650, oredict.toolHeadScrewdriverMeteoricSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8651, oredict.toolHeadScrewdriverSteelGalvanized.name
gregtech:gt.meta.toolHeadScrewdriver:8652, oredict.toolHeadScrewdriverTungstenSintered.name
gregtech:gt.meta.toolHeadScrewdriver:8653, oredict.toolHeadScrewdriverVanadiumSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8654, oredict.toolHeadScrewdriverTitaniumGold.name
gregtech:gt.meta.toolHeadScrewdriver:8661, oredict.toolHeadScrewdriverInvar.name
gregtech:gt.meta.toolHeadScrewdriver:8662, oredict.toolHeadScrewdriverConstantan.name
gregtech:gt.meta.toolHeadScrewdriver:8663, oredict.toolHeadScrewdriverNichrome.name
gregtech:gt.meta.toolHeadScrewdriver:8664, oredict.toolHeadScrewdriverKanthal.name
gregtech:gt.meta.toolHeadScrewdriver:8665, oredict.toolHeadScrewdriverMagnalium.name
gregtech:gt.meta.toolHeadScrewdriver:8666, oredict.toolHeadScrewdriverUltimet.name
gregtech:gt.meta.toolHeadScrewdriver:8667, oredict.toolHeadScrewdriverTinAlloy.name
gregtech:gt.meta.toolHeadScrewdriver:8670, oredict.toolHeadScrewdriverShadowIron.name
gregtech:gt.meta.toolHeadScrewdriver:8672, oredict.toolHeadScrewdriverIronWood.name
gregtech:gt.meta.toolHeadScrewdriver:8673, oredict.toolHeadScrewdriverSteeleaf.name
gregtech:gt.meta.toolHeadScrewdriver:8674, oredict.toolHeadScrewdriverKnightmetal.name
gregtech:gt.meta.toolHeadScrewdriver:8675, oredict.toolHeadScrewdriverFierySteel.name
gregtech:gt.meta.toolHeadScrewdriver:8676, oredict.toolHeadScrewdriverAstralSilver.name
gregtech:gt.meta.toolHeadScrewdriver:8677, oredict.toolHeadScrewdriverMidasium.name
